mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
03995007	Multiple	QUART2	79_02	107	grab, smith-mcintyre	1973	10	25	0705	40	13	00	N	073	50	00	W		40.2167	-73.8333	25		SMITH-MCINTYRE		
03995007	Multiple	QUART2	77_01	107	grab, smith-mcintyre	1973	10	24		40	13	00	N	073	46	00	W		40.2167	-73.7667	61		SMITH-MCINTYRE		
03995007	Multiple	FIM09	F2_01	107	grab, smith-mcintyre	1974	11	20		40	32	80	N	073	16	20	W		40.5467	-73.27	21		SMITH-MCINTYRE		
03995007	Multiple	FIM09	F1_01	107	grab, smith-mcintyre	1974	11	20		40	29	00	N	073	14	00	W		40.4833	-73.2333	26		SMITH-MCINTYRE		
03995007	Multiple	FIM09	C_05	107	grab, smith-mcintyre	1974	11	19		40	27	10	N	073	09	20	W		40.4517	-73.1533	27		SMITH-MCINTYRE		
03995007	Multiple	FIM09	D_04	107	grab, smith-mcintyre	1974	11	19		40	24	30	N	073	09	20	W		40.405	-73.1533	31		SMITH-MCINTYRE		
03995007	Multiple	FIM09	B_01	107	grab, smith-mcintyre	1974	11	18		40	27	10	N	073	13	10	W		40.4517	-73.2183	26		SMITH-MCINTYRE		
20995002	Thomas G. Thompson	TT042	055_124	100	grab, undifferentiated	1969	08	28		60	59	30	N	167	32	90	W	m	60.9883	-167.5483	25				
20995002	Thomas G. Thompson	TT042	051_115	100	grab, undifferentiated	1969	08	27		61	39	90	N	170	50	20	W	m	61.665	-170.8367	51				
20995002	Thomas G. Thompson	TT042	046_104	100	grab, undifferentiated	1969	08	26		62	28	10	N	174	35	90	W	m	62.4683	-174.5983	74				
20995002	Thomas G. Thompson	TT042	036_081	100	grab, undifferentiated	1969	08	26		62	33	40	N	172	10	20	W	m	62.5567	-172.17	52				
20995002	Thomas G. Thompson	TT042	038_086	100	grab, undifferentiated	1969	08	26		62	46	80	N	173	58	00	W	m	62.78	-173.9667	74				
09565001	Towhee	AUTEC-EX	285-70	405	core, gravity, kullenberg	1966	03	03		24	20	2	N	076	10	4	W	m	24.0337	-76.0173	1719	62	KULLENBERG GRAV		
09005026	Unknown Platform	L.I. 370	22_E-2	104	grab, shipek	1966	10	31		18	11	00	N	108	39	00	E	m	18.1833	108.65	45		SHIPEK GRAB		
09005026	Unknown Platform	L.I. 370	27_E-7	104	grab, shipek	1966	11	02		17	20	60	N	107	33	70	E	m	17.3433	107.5617	58		SHIPEK GRAB		
09005026	Unknown Platform	L.I. 370	14_C-2	401	core, gravity, phleger	1966	08	22		17	53	00	N	108	02	00	E	m	17.8833	108.0333		39	PHLEGER CORE		
09005024	Unknown Platform	L.I. 374	5_2228	100	grab, undifferentiated	1968	08	28		10	18	60	N	107	14	70	E	m	10.31	107.245	24		GRAB SAMPLE		
09005021	Unknown Platform	L.I. 308	1	404	core, gravity, hydroplastic (PVC)	1967	03	10		21	00	00	N	158	00	00	W	m	21	-158		36	PVC GRAV CORE		
03995010	Unknown Platform	MAFLADM4	5351	300	core, box	1978	02	17		27	37	13	N	83	53	53	W		27.6188	-83.8922	50	0			
03995010	Unknown Platform	MAFLADM4	5353	300	core, box	1978	02	17		27	37	13	N	83	53	53	W		27.6188	-83.8922	50	0			
41995002	Multiple	unknown	BSS6802	0	unknown					71	19	00	N	154	33	00	W	m	71.3167	-154.55	14				
41995002	Multiple	unknown	BSS6805	0	unknown					70	56	00	N	151	58	00	W	m	70.9333	-151.9667					
41995002	Multiple	unknown	BSS6812	0	unknown					70	53	00	N	150	09	00	W	m	70.8833	-150.15	18				
41995002	Multiple	unknown	BRSLF28	0	unknown					58	04	80	N	167	51	00	W	m	58.08	-167.85					
41995002	Multiple	unknown	BRSLF30	0	unknown					59	45	00	N	167	39	00	W	m	59.75	-167.65					
09005038	Unknown Platform	L.I. 441	1_2A	104	grab, shipek	1972	11			41	16	20	N	072	04	60	W	m	41.27	-72.0767	0		SHIPEK GRAB		
09005039	Unknown Platform	L.I. 446	1_40B	100	grab, undifferentiated	1973	02			30	21	00	N	081	18	00	W	m	30.35	-81.3	0		GRAB SAMPLE		
09005037	Unknown Platform	L.I. 439	1_13	104	grab, shipek	1972	10			41	16	20	N	072	04	60	W	m	41.27	-72.0767			SHIPEK GRAB		
09005036	Unknown Platform	L.I. 437	1_12	100	grab, undifferentiated	1972	09			30	21	00	N	081	18	00	W	m	30.35	-81.3	0		GRAB SAMPLE		
09005036	Unknown Platform	L.I. 437	1_2	100	grab, undifferentiated	1972	09			30	21	00	N	081	18	00	W	m	30.35	-81.3	0		GRAB SAMPLE		
09005036	Unknown Platform	L.I. 437	1_6	100	grab, undifferentiated	1972	09			30	21	00	N	081	18	00	W	m	30.35	-81.3	0		GRAB SAMPLE		
09005035	Unknown Platform	L.I. 431	1_8	104	grab, shipek	1972	06			41	16	20	N	072	04	60	W	m	41.27	-72.0767	20		SHIPEK GRAB		
09005034	Unknown Platform	L.I. 430	1_8	100	grab, undifferentiated					30	21	00	N	081	18	00	W	m	30.35	-81.3			GRAB SAMPLE		
09005034	Unknown Platform	L.I. 430	1_9	100	grab, undifferentiated					30	21	00	N	081	18	00	W	m	30.35	-81.3			GRAB SAMPLE		
09005034	Unknown Platform	L.I. 430	1_17	100	grab, undifferentiated					30	21	00	N	081	18	00	W	m	30.35	-81.3			GRAB SAMPLE		
09785007	Wilkes	343921	32-4	406	core, gravity, ewing	1979	11	19		04	17	90	N	053	32	70	E	m	4.2983	53.545	5090	597	EWING GRAV CORE		
09685001	Luiseno	H.016547	YR3-1	100	grab, undifferentiated	1956	10	16		37	14	50	N	076	24	50	W	m	37.2417	-76.4083	19		GRAB SAMPLE		
09685001	Luiseno	H.016547	YR14-1	100	grab, undifferentiated	1956	10	22	0401	37	14	70	N	076	22	70	W	m	37.245	-76.3783	20		GRAB SAMPLE		
09685001	Luiseno	H.016547	YR18-1	100	grab, undifferentiated	1956	10	23		37	14	70	N	076	22	80	W	m	37.245	-76.38	20		GRAB SAMPLE		
09685001	Luiseno	H.016547	Y22-1-2	100	grab, undifferentiated	1956	10	24		37	14	60	N	076	23	00	W	m	37.2433	-76.3833	22		GRAB SAMPLE		
09685001	Luiseno	H.016547	Y14-1-2	401	core, gravity, phleger	1956	10	22	0401	37	14	70	N	076	22	70	W	m	37.245	-76.3783	20	2	PHLEGER CORE		
09685001	Luiseno	H.016547	Y19-1-2	100	grab, undifferentiated	1956	10	23		37	14	80	N	076	22	70	W	m	37.2467	-76.3783	20		GRAB SAMPLE		
09685001	Luiseno	H.016547	Y08-1-2	401	core, gravity, phleger	1956	10	19	0401	37	14	70	N	076	22	60	W	m	37.245	-76.3767		3	PHLEGER CORE		
09685001	Luiseno	H.016547	LC9-1	100	grab, undifferentiated	1956	10	08		36	51	20	N	075	54	40	W	m	36.8533	-75.9067			GRAB SAMPLE		
09685001	Luiseno	H.016547	LC5-1	100	grab, undifferentiated	1956	10	05		36	50	90	N	075	54	10	W	m	36.8483	-75.9017	12		GRAB SAMPLE		
09005031	Unknown Platform	L.I.1009	44_431	100	grab, undifferentiated	1967	10	22		12	58	00	N	109	38	00	E	m	12.9667	109.6333	155		GRAB SAMPLE		
41025001	Miller Freeman	OCS818	062	103	grab, van veen	1975	08	28		59	04	80	N	169	14	20	W	m	59.08	-169.2367	55		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	047	103	grab, van veen	1975	08	18		56	59	00	N	169	01	00	W	m	56.9833	-169.0167	84		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	027	103	grab, van veen	1975	09	24		57	40	00	N	164	23	00	W	m	57.6667	-164.3833	50		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	022	103	grab, van veen	1975	10	07		57	50	10	N	162	10	80	W	m	57.835	-162.18	46		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	026	103	grab, van veen	1975	10	04		57	44	40	N	164	14	40	W	m	57.74	-164.24	51		VAN VEEN GRAB		
06245001	Townsend Cromwell	JPO 212	110	104	grab, shipek	1975	06	1	2127	59	41	50	N	144	47	19	W	m	59.6917	-144.7865	97		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	113	104	grab, shipek	1975	06	2	0330	59	34	90	N	144	32	99	W	m	59.5817	-144.5498	139		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	123	100	grab, undifferentiated	1975	06	1	0825	59	56	70	N	144	40	19	W	m	59.945	-144.6698	210		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	128	300	core, box	1975	06	1	1010	60	00	60	N	144	39	99	W	m	60.01	-144.6665	227		BOX CORE		
03995010	Unknown Platform	MAFLADM4	5163	300	core, box	1978	02	12		28	58	00	N	85	23	02	W		28.9667	-85.3837	83	0			
03995010	Unknown Platform	MAFLADM4	5174	300	core, box	1978	02	12		28	49	97	N	85	37	05	W		28.8328	-85.6175	177	0			
03995010	Unknown Platform	MAFLADM4	5160	300	core, box	1978	02	12		28	58	00	N	85	23	02	W		28.9667	-85.3837	83	0			
03995010	Unknown Platform	MAFLADM4	5155	300	core, box	1978	02	12		28	58	00	N	85	23	02	W		28.9667	-85.3837	83	0			
03995010	Unknown Platform	MAFLADM4	5141	300	core, box	1978	02	13		29	20	28	N	84	43	85	W		29.338	-84.7308	30	0			
03995010	Unknown Platform	MAFLADM4	5143	300	core, box	1978	02	13		29	20	28	N	84	43	85	W		29.338	-84.7308	30	0			
03995010	Unknown Platform	MAFLADM4	5130	300	core, box	1978	02	13		29	37	13	N	84	17	02	W		29.6188	-84.2837	19	0			
03995010	Unknown Platform	MAFLADM4	5135	300	core, box	1978	02	13		29	20	28	N	84	43	85	W		29.338	-84.7308	30	0			
03995007	Multiple	QUART2	84_04	107	grab, smith-mcintyre	1973	10	25	1120	40	13	00	N	073	59	00	W		40.2167	-73.9833	13		SMITH-MCINTYRE		
03995007	Multiple	QUART2	82_01	107	grab, smith-mcintyre	1973	10	25	0935	40	13	00	N	073	56	00	W		40.2167	-73.9333	21		SMITH-MCINTYRE		
03995007	Multiple	QUART1	64_04	107	grab, smith-mcintyre	1973	08	05		40	16	00	N	073	54	00	W		40.2667	-73.9	19		SMITH-MCINTYRE		
03995007	Multiple	QUART1	6_05	107	grab, smith-mcintyre	1973	08	03		40	34	00	N	073	38	00	W		40.5667	-73.6333	10		SMITH-MCINTYRE		
03995007	Multiple	QUART1	58_05	107	grab, smith-mcintyre	1973	08	05		40	19	00	N	073	52	00	W		40.3167	-73.8667	21		SMITH-MCINTYRE		
03995010	Unknown Platform	MAFLADM1	3395	300	core, box	1977	09	07		29	37	03	N	86	20	03	W		29.6172	-86.3338	113	0			
03995007	Multiple	QUART4	40_05	107	grab, smith-mcintyre	1974	03	25		40	22	00	N	073	57	00	W		40.3667	-73.95	11		SMITH-MCINTYRE		
03995007	Multiple	QUART4	37_01	107	grab, smith-mcintyre	1974	03	25		40	25	00	N	073	54	00	W		40.4167	-73.9	22		SMITH-MCINTYRE		
03995007	Multiple	QUART4	34_05	107	grab, smith-mcintyre	1974	03	25		40	25	00	N	073	48	00	W		40.4167	-73.8	33		SMITH-MCINTYRE		
03995007	Multiple	QUART4	33_03	107	grab, smith-mcintyre	1974	03	24		40	25	00	N	073	46	00	W		40.4167	-73.7667	32		SMITH-MCINTYRE		
03995007	Multiple	QUART4	31_03	107	grab, smith-mcintyre	1974	03	24		40	25	00	N	073	42	00	W		40.4167	-73.7	24		SMITH-MCINTYRE		
03995007	Multiple	QUART4	27_04	107	grab, smith-mcintyre	1974	03	24		40	28	00	N	073	40	00	W		40.4667	-73.6667	22		SMITH-MCINTYRE		
03995007	Multiple	QUART4	26_02	107	grab, smith-mcintyre	1974	03	24		40	28	00	N	073	42	00	W		40.4667	-73.7	23		SMITH-MCINTYRE		
03995007	Multiple	QUART4	24_01	107	grab, smith-mcintyre	1974	03	24		40	28	00	N	073	46	00	W		40.4667	-73.7667	26		SMITH-MCINTYRE		
03995007	Multiple	QUART4	2_03	107	grab, smith-mcintyre	1974	03	22		40	34	00	N	073	46	00	W		40.5667	-73.7667	11		SMITH-MCINTYRE		
03995007	Multiple	QUART4	19_01	107	grab, smith-mcintyre	1974	03	23		40	28	00	N	073	56	00	W		40.4667	-73.9333	11		SMITH-MCINTYRE		
03995007	Multiple	QUART4	15_01	107	grab, smith-mcintyre	1974	03	23		40	31	00	N	073	54	00	W		40.5167	-73.9	9		SMITH-MCINTYRE		
03995007	Multiple	QUART4	105_02	107	grab, smith-mcintyre	1974	04	01		40	34	00	N	073	36	00	W		40.5667	-73.6	9		SMITH-MCINTYRE		
03995007	Multiple	QUART4	103_02	107	grab, smith-mcintyre	1974	04	01		40	28	00	N	073	36	00	W		40.4667	-73.6	21		SMITH-MCINTYRE		
03995007	Multiple	QUART4	101_05	107	grab, smith-mcintyre	1974	04	01		40	22	00	N	073	36	00	W		40.3667	-73.6	22		SMITH-MCINTYRE		
03995007	Multiple	QUART4	10_05	107	grab, smith-mcintyre	1974	03	23		40	31	00	N	073	44	00	W		40.5167	-73.7333	21		SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM06B	C2_12	107	grab, smith-mcintyre	1977	02	14		39	21	05	N	074	05	25	W		39.3508	-74.0875	26	1100	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM06B	B4_01	107	grab, smith-mcintyre	1977	02	11		39	29	07	N	073	10	04	W		39.4845	-73.1673	41	1250	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM06B	B3_03	107	grab, smith-mcintyre	1977	02	12		39	19	80	N	073	00	25	W		39.33	-73.0042	72	850	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM06B	B1_03	107	grab, smith-mcintyre	1977	02	11		39	19	39	N	073	10	28	W		39.3232	-73.1713	64	800	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM06B	A4_09	107	grab, smith-mcintyre	1977	02	12		39	14	18	N	072	26	76	W		39.2363	-72.446	202	1300	SMITH-MCINTYRE		
03995010	Gyre	MAFLA029	1352	300	core, box	1976	02	03		28	29	00	N	84	21	00	W		28.4833	-84.35	44	0			
03995010	Columbus Iselin	MAFLA021	959	300	core, box	1975	09	19		28	42	00	N	84	20	00	W		28.7	-84.3333	35	0			
03995007	Multiple	FIM09	B_03	107	grab, smith-mcintyre	1974	11	18		40	27	10	N	073	13	10	W		40.4517	-73.2183	26		SMITH-MCINTYRE		
20995002	Northwind	NW063	100	401	core, gravity, phleger	1963	08	27		74	15	00	N	138	03	00	E	m	74.25	138.05	19	30			
20995002	Northwind	NW063	104	401	core, gravity, phleger	1963	08	27		73	14	00	N	137	54	00	E	m	73.2333	137.9	23	101			
20995002	Northwind	NW063	106	401	core, gravity, phleger	1963	08	27		72	45	00	N	137	46	00	E	m	72.75	137.7667	24	94			
20995002	Northwind	NW063	086	401	core, gravity, phleger	1963	08	24		73	35	00	N	149	40	00	E	m	73.5833	149.6667	15	18			
41995002	Multiple	unknown	GLA7163	0	unknown					70	43	00	N	149	00	00	W	m	70.7167	-149	26				
41995002	Multiple	unknown	GLA7172	0	unknown					71	11	00	N	151	14	00	W	m	71.1833	-151.2333	47				
41995002	Multiple	unknown	GLA7149	0	unknown					70	36	00	N	148	50	00	W	m	70.6	-148.8333	22				
41995002	Multiple	unknown	GLA7153	0	unknown					71	00	00	N	148	51	00	W	m	71	-148.85	37				
41995002	Multiple	unknown	GLA7154	0	unknown					71	07	50	N	148	50	00	W	m	71.125	-148.8333	48				
41995002	Multiple	unknown	GLA7139	0	unknown					70	50	70	N	148	24	00	W	m	70.845	-148.4	36				
41995002	Multiple	unknown	GLA7123	0	unknown					70	38	40	N	148	04	00	W	m	70.64	-148.0667	27				
41995002	Multiple	unknown	GLA7128	0	unknown					70	59	00	N	147	24	00	W	m	70.9833	-147.4	62				
41995002	Multiple	unknown	GLA7130	0	unknown					71	05	00	N	147	58	00	W	m	71.0833	-147.9667	93				
41995002	Multiple	unknown	GLA7133	0	unknown					70	49	00	N	148	03	00	W	m	70.8167	-148.05	41				
41995002	Multiple	unknown	GLA7119	0	unknown					71	00	00	N	147	04	00	W	m	71	-147.0667	365				
41995002	Multiple	unknown	GLA7011	0	unknown	1970	09	28	1630	70	19	00	N	165	45	00	W	m	70.3167	-165.75	43				
23055001	T-Kip IV	II-A	02PE056	107	grab, smith-mcintyre	1978	08	24	0444	29	02	88	N	090	09	46	W	m	29.048	-90.1577	14	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	01PW204	107	grab, smith-mcintyre	1978	08	25	1616	29	07	70	N	089	42	65	W	m	29.1283	-89.7108	16	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	01PW055	107	grab, smith-mcintyre	1978	08	25	1656	29	07	65	N	089	41	72	W	m	29.1275	-89.6953	16	5	SMITH-MCINTYRE		
60045001	Venture	I-4	22_D	300	core, box	1981	04	26		25	17	11	N	083	02	04	W	m	25.2852	-83.034	52	100			
60045001	Venture	I-4	18_B	300	core, box	1981	04	29		25	45	22	N	083	42	13	W	m	25.7537	-83.7022	86	100			
60045001	Venture	I-4	20_A	300	core, box	1981	04	27		25	17	20	N	082	09	44	W	m	25.2867	-82.1573	22	100			
60045001	Venture	I-4	12_D	300	core, box	1981	04	30		26	16	43	N	083	47	40	W	m	26.2738	-83.79	89	100			
60045001	Venture	I-4	14_C	300	core, box	1981	04	28		25	46	01	N	082	23	49	W	m	25.7668	-82.3915	26	100			
60045001	Venture	I-4	16_D	300	core, box	1981	04	29		25	45	42	N	083	11	04	W	m	25.757	-83.184	53	100			
60045001	Venture	I-4	08_D	300	core, box	1981	05	03		26	16	43	N	083	12	49	W	m	26.2738	-83.2082	48	100			
23085001	Lady Gloria	02/03/82	E2_1	107	grab, smith-mcintyre	1982	02	12	1540	30	03	08	N	093	18	68	W	m	30.0513	-93.3113	1		SMITH-MCINTYRE		
23085001	Lady Gloria	02/03/82	DW_1	107	grab, smith-mcintyre	1982	02	08	1718	29	40	15	N	093	28	80	W	m	29.6692	-93.48	9		SMITH-MCINTYRE		
09005034	Unknown Platform	L.I. 430	1_3	100	grab, undifferentiated					30	21	00	N	081	18	00	W	m	30.35	-81.3			GRAB SAMPLE		
09005034	Unknown Platform	L.I. 430	1_5	100	grab, undifferentiated					30	21	00	N	081	18	00	W	m	30.35	-81.3			GRAB SAMPLE		
09005034	Unknown Platform	L.I. 430	1_11	100	grab, undifferentiated					30	21	00	N	081	18	00	W	m	30.35	-81.3			GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	139	103	grab, van veen	1975	05	29	1215	59	43	90	N	146	00	00	W	m	59.7317	-146	86		VAN VEEN GRAB		
06245001	Townsend Cromwell	JPO 212	140	300	core, box	1975	05	28	0827	59	40	50	N	147	14	99	W	m	59.675	-147.2498	110		BOX CORE		
03995010	Unknown Platform	MAFLADM4	5258	300	core, box	1978	02	10		29	55	87	N	88	33	65	W		29.9312	-88.5608	24	0			
03995010	Unknown Platform	MAFLADM4	5260	300	core, box	1978	02	10		29	55	87	N	88	33	65	W		29.9312	-88.5608	24	0			
03995010	Unknown Platform	MAFLADM4	5246	300	core, box	1978	02	11		29	30	00	N	86	24	88	W		29.5	-86.4147	184	0			
03995010	Unknown Platform	MAFLADM4	5267	300	core, box	1978	02	10		29	53	72	N	88	12	52	W		29.8953	-88.2087	32	0			
03995010	Unknown Platform	MAFLADM4	5273	300	core, box	1978	02	10		29	43	48	N	87	54	48	W		29.7247	-87.908	36	0			
03995010	Unknown Platform	MAFLADM4	5275	300	core, box	1978	02	10		29	43	48	N	87	54	48	W		29.7247	-87.908	36	0			
03995010	Unknown Platform	MAFLADM4	5263	300	core, box	1978	02	10		29	55	87	N	88	33	65	W		29.9312	-88.5608	24	0			
23045003	Sea Transporter	III	24C_8	107	grab, smith-mcintyre	1979	01	06	2320	28	50	00	N	091	27	00	W	m	28.8333	-91.45	19	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	23C_X	107	grab, smith-mcintyre	1979	01	07	1255	28	27	00	N	090	38	00	W	m	28.45	-90.6333	34	5	SMITH-MCINTYRE		
20995002	Thomas G. Thompson	TT051	054_103	100	grab, undifferentiated	1970	08	28		57	55	20	N	159	30	00	W	m	57.92	-159.5	41				
20995002	Thomas G. Thompson	TT051	056_105	100	grab, undifferentiated	1970	08	28		58	24	00	N	160	45	00	W	m	58.4	-160.75	21				
23045002	Sea Transporter	II-C	03PW058	107	grab, smith-mcintyre	1978	09	22	1057	28	40	03	N	090	15	03	W	m	28.6672	-90.2505	29	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	03PW056	107	grab, smith-mcintyre	1978	09	22	1057	28	40	03	N	090	15	03	W	m	28.6672	-90.2505	29	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	03PS208	107	grab, smith-mcintyre	1978	09	22	0956	28	38	95	N	090	14	72	W	m	28.6492	-90.2453	29	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	03PS203	107	grab, smith-mcintyre	1978	09	22	0956	28	38	95	N	090	14	72	W	m	28.6492	-90.2453	29	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	03PS058	107	grab, smith-mcintyre	1978	09	22	0855	28	39	77	N	090	14	77	W	m	28.6628	-90.2462	29	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	03PS053	107	grab, smith-mcintyre	1978	09	22	0855	28	39	77	N	090	14	77	W	m	28.6628	-90.2462	29	5	SMITH-MCINTYRE		
23045002	Sea Transporter	II-C	03PE057	107	grab, smith-mcintyre	1978	09	22	0744	28	40	13	N	090	14	43	W	m	28.6688	-90.2405	29	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	24C_3	107	grab, smith-mcintyre	1978	06	01	1518	28	50	00	N	091	27	00	W	m	28.8333	-91.45	22	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	24C_7	107	grab, smith-mcintyre	1978	06	01	1518	28	50	00	N	091	27	00	W	m	28.8333	-91.45	22	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	23C_4	107	grab, smith-mcintyre	1978	06	01	0503	28	27	00	N	090	38	00	W	m	28.45	-90.6333	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	23C_8	107	grab, smith-mcintyre	1978	06	01	0503	28	27	00	N	090	38	00	W	m	28.45	-90.6333	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	22C_1	107	grab, smith-mcintyre	1978	05	26	1718	28	53	00	N	090	16	00	W	m	28.8833	-90.2667	22	5	SMITH-MCINTYRE		
03995010	Columbus Iselin	MAFLA039	2490	300	core, box	1976	06	28		27	51	93	N	83	27	15	W		27.8655	-83.4525	29	0			
03995010	Columbus Iselin	MAFLA039	2480	300	core, box	1976	06	28		27	27	18	N	83	53	53	W		27.453	-83.8922	51	0			
03995010	Columbus Iselin	MAFLA039	2474	300	core, box	1976	06	28		27	27	18	N	83	53	53	W		27.453	-83.8922	51	0			
03995010	Unknown Platform	MAFLADM1	3641	300	core, box	1977	08	19		25	40	05	N	82	20	02	W		25.6675	-82.3337	26	0			
03995010	Unknown Platform	MAFLADM1	3630	300	core, box	1977	08	19		25	40	00	N	83	04	98	W		25.6667	-83.083	51	0			
03995010	Unknown Platform	MAFLADM1	3614	300	core, box	1977	08	19		25	39	92	N	83	50	02	W		25.6653	-83.8337	110	0			
03995010	Unknown Platform	MAFLADM1	3618	300	core, box	1977	08	19		25	39	92	N	83	50	02	W		25.6653	-83.8337	110	0			
03995010	Unknown Platform	MAFLADM1	3620	300	core, box	1977	08	19		25	39	92	N	83	50	02	W		25.6653	-83.8337	110	0			
03995010	Unknown Platform	MAFLADM1	3628	300	core, box	1977	08	19		25	40	00	N	83	04	98	W		25.6667	-83.083	51	0			
03995010	Unknown Platform	MAFLADM1	3604	300	core, box	1977	08	20		25	40	17	N	84	15	30	W		25.6695	-84.255	164	0			
03995010	Unknown Platform	MAFLADM1	3608	300	core, box	1977	08	20		25	40	17	N	84	15	30	W		25.6695	-84.255	164	0			
03995010	Unknown Platform	MAFLADM1	3594	300	core, box	1977	08	20		25	40	17	N	84	15	30	W		25.6695	-84.255	164	0			
03995010	Unknown Platform	MAFLADM1	3599	300	core, box	1977	08	20		25	40	17	N	84	15	30	W		25.6695	-84.255	164	0			
03995010	Unknown Platform	MAFLADM1	3583	300	core, box	1977	09	08		29	54	03	N	87	23	92	W		29.9005	-87.3987	27	0			
20995002	Brown Bear	BB236	097	100	grab, undifferentiated	1959	08	20		67	09	00	N	164	05	00	W	m	67.15	-164.0833	22	0			
20995002	Brown Bear	BB236	079	0	unknown	1959	08	16		67	35	00	N	166	42	00	W	m	67.5833	-166.7	46				
20995002	Brown Bear	BB236	055	100	grab, undifferentiated	1959	08	12		66	55	00	N	163	20	00	W	m	66.9167	-163.3333	13	1			
20995002	Northwind	NW362	002	101	grab, orange peel	1962	10	06		66	30	00	N	167	00	00	W	m	66.5	-167	29	0			
20995002	Northwind	NW362	004	101	grab, orange peel	1962	10	06		66	59	00	N	165	58	00	W	m	66.9833	-165.9667	24	0			
20995002	Northwind	NW262	025	501	core, piston, kullenberg	1962	09	12		63	30	00	N	176	00	00	W	m	63.5	-176	85	114			
20995002	Northwind	NW262	029	401	core, gravity, phleger	1962	09	13		62	31	40	N	175	00	00	W	m	62.5233	-175	0	33			
20995002	Northwind	NW262	033	501	core, piston, kullenberg	1962	09	13		63	00	00	N	174	02	00	W	m	63	-174.0333	75	86			
20995002	Northwind	NW262	036	501	core, piston, kullenberg	1962	09	14		62	30	00	N	173	00	00	W	m	62.5	-173	0	41			
20995002	Northwind	NW262	019	401	core, gravity, phleger	1962	09	11		62	32	00	N	177	56	00	W	m	62.5333	-177.9333	0	43			
20995002	Northwind	NW262	010	401	core, gravity, phleger	1962	09	09		64	30	00	N	175	00	00	W	m	64.5	-175	0	18			
20995002	Northwind	NW262	012	401	core, gravity, phleger	1962	09	09		64	55	50	N	179	49	00	W	m	64.925	-179.8167	63	52			
20995002	Northwind	NW261	061	101	grab, orange peel	1961	09	19		65	00	50	N	170	30	00	W	m	65.0083	-170.5	46				
20995002	Northwind	NW261	066	101	grab, orange peel	1961	09	19		65	14	50	N	168	30	00	W	m	65.2417	-168.5	51				
09005054	Unknown Platform	L.I.465	1_NO-1	400	core, gravity undiff.	1974	02	25		29	57	30	N	090	01	70	W	m	29.955	-90.0283		163	GRAVITY CORE		
03995010	Columbus Iselin	MAFLA021	949	300	core, box	1975	09	19		28	34	00	N	84	20	10	W		28.5667	-84.335	38	0			
03995010	Columbus Iselin	MAFLA021	859	300	core, box	1975	09	15		26	25	00	N	83	50	00	W		26.4167	-83.8333	92	0			
03995007	Multiple	QUART3	69_01	107	grab, smith-mcintyre	1974	01	27		40	16	00	N	073	44	00	W		40.2667	-73.7333	33		SMITH-MCINTYRE		
03995007	Multiple	QUART3	68_03	107	grab, smith-mcintyre	1974	01	27		40	16	00	N	073	46	00	W		40.2667	-73.7667	51		SMITH-MCINTYRE		
03995007	Multiple	QUART3	66_03	107	grab, smith-mcintyre	1974	01	27		40	16	00	N	073	50	00	W		40.2667	-73.8333	26		SMITH-MCINTYRE		
03995007	Multiple	QUART3	63_04	107	grab, smith-mcintyre	1974	01	27		40	16	00	N	073	56	00	W		40.2667	-73.9333	14		SMITH-MCINTYRE		
03995007	Multiple	QUART3	64_03	107	grab, smith-mcintyre	1974	01	27		40	16	00	N	073	54	00	W		40.2667	-73.9	19		SMITH-MCINTYRE		
03995007	Multiple	QUART3	61_04	107	grab, smith-mcintyre	1974	01	26		40	19	00	N	073	58	00	W		40.3167	-73.9667	10		SMITH-MCINTYRE		
