mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
09005026	Unknown Platform	L.I. 370	78_K-6	401	core, gravity, phleger	1966	11	17		17	18	50	N	108	21	00	E	m	17.3083	108.35	86	20	PHLEGER CORE		
09005026	Unknown Platform	L.I. 370	72_E-55	401	core, gravity, phleger	1966	11	06		18	12	20	N	108	20	50	E	m	18.2033	108.3417	82	15	PHLEGER CORE		
09005026	Unknown Platform	L.I. 370	77_K-5	401	core, gravity, phleger	1966	11	17		17	28	50	N	107	56	50	E	m	17.475	107.9417	88	36	PHLEGER CORE		
23055001	T-Kip IV	II-A	07SN05X	107	grab, smith-mcintyre	1978	08	26	1142	28	48	83	N	089	47	28	W	m	28.8138	-89.788	61	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	07SN053	107	grab, smith-mcintyre	1978	08	26	1142	28	48	83	N	089	47	28	W	m	28.8138	-89.788	61	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	06SN20X	107	grab, smith-mcintyre	1978	08	26	0749	28	58	22	N	089	41	03	W	m	28.9703	-89.6838	47	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	07SN013	107	grab, smith-mcintyre	1978	08	26	1302	28	48	62	N	089	47	28	W	m	28.8103	-89.788	61	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	06SN204	107	grab, smith-mcintyre	1978	08	26	0749	28	58	22	N	089	41	03	W	m	28.9703	-89.6838	47	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	06SN054	107	grab, smith-mcintyre	1978	08	26	0619	28	57	40	N	089	41	03	W	m	28.9567	-89.6838	47	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	06SN057	107	grab, smith-mcintyre	1978	08	26	0619	28	57	40	N	089	41	03	W	m	28.9567	-89.6838	47	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	06SN103	107	grab, smith-mcintyre	1978	08	26	0719	28	57	67	N	089	41	03	W	m	28.9612	-89.6838	47	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	05SN208	107	grab, smith-mcintyre	1978	08	25	2230	29	13	15	N	089	33	39	W	m	29.2192	-89.5565	9	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	06SN011	107	grab, smith-mcintyre	1978	08	26	0507	28	57	19	N	089	41	03	W	m	28.9532	-89.6838	47	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	05SN204	107	grab, smith-mcintyre	1978	08	25	2230	29	13	15	N	089	33	39	W	m	29.2192	-89.5565	9	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	05SN102	107	grab, smith-mcintyre	1978	08	25	2206	29	12	84	N	089	32	89	W	m	29.214	-89.5482	9	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	04PN207	107	grab, smith-mcintyre	1978	05	31	0551	28	35	23	N	090	24	53	W	m	28.5872	-90.4088	32	5	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM05B	E1_02	107	grab, smith-mcintyre	1976	11	09		38	49	27	N	073	26	00	W		38.8212	-73.4333	65	850	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM05B	D4_10	107	grab, smith-mcintyre	1976	11	07		39	03	27	N	073	47	53	W		39.0545	-73.7922	50	1000	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM05B	D4_01	107	grab, smith-mcintyre	1976	11	07		39	03	27	N	073	47	53	W		39.0545	-73.7922	50	650	SMITH-MCINTYRE		
03995007	Multiple	RBCI02	147	0	unknown	1958	07	30		40	28	95	N	074	15	30	W		40.4825	-74.255	3				
03995007	Multiple	RBCI02	113	0	unknown	1958	07	21		40	29	28	N	074	07	42	W		40.488	-74.1237	11				
03995007	Multiple	RBCI02	115	0	unknown	1958	07	21		40	30	55	N	074	08	98	W		40.5092	-74.1497	5				
03995007	Multiple	RBCI02	104	0	unknown	1958	07	21		40	27	58	N	074	11	87	W		40.4597	-74.1978	4				
03995007	Multiple	RBCI02	106	0	unknown	1958	07	21		40	28	25	N	074	11	78	W		40.4708	-74.1963	4				
03995007	Multiple	QUART5	92_01	107	grab, smith-mcintyre	1974	09	02	1935	40	10	00	N	073	46	00	W		40.1667	-73.7667	33		SMITH-MCINTYRE		
03995007	Multiple	QUART2	42_01	107	grab, smith-mcintyre	1973	10	22		40	22	00	N	073	54	00	W		40.3667	-73.9	20		SMITH-MCINTYRE		
03995007	Multiple	QUART2	40_02	107	grab, smith-mcintyre	1973	10	22		40	22	00	N	073	57	00	W		40.3667	-73.95	11		SMITH-MCINTYRE		
09685001	Luiseno	H.016547	L11-1-2	100	grab, undifferentiated	1956	10	09		36	54	30	N	075	51	30	W	m	36.905	-75.855	18		GRAB SAMPLE		
23045001	Sea Transporter	I	04PN204	107	grab, smith-mcintyre	1978	05	31	0551	28	35	23	N	090	24	53	W	m	28.5872	-90.4088	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	04PN052	107	grab, smith-mcintyre	1978	05	31	0201	28	34	42	N	090	24	48	W	m	28.5737	-90.408	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	04PN058	107	grab, smith-mcintyre	1978	05	31	0201	28	34	42	N	090	24	48	W	m	28.5737	-90.408	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	04PE205	107	grab, smith-mcintyre	1978	05	31	0950	28	34	15	N	090	23	30	W	m	28.5692	-90.3883	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	04PN014	107	grab, smith-mcintyre	1978	05	31	1400	28	34	21	N	090	24	50	W	m	28.5702	-90.4083	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	04PE059	107	grab, smith-mcintyre	1978	05	31	0735	28	34	15	N	090	24	23	W	m	28.5692	-90.4038	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	04PE102	107	grab, smith-mcintyre	1978	05	31	0906	28	34	15	N	090	23	92	W	m	28.5692	-90.3987	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	04PE013	107	grab, smith-mcintyre	1978	05	31	1104	28	34	15	N	090	24	46	W	m	28.5692	-90.4077	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	04PE052	107	grab, smith-mcintyre	1978	05	31	0735	28	34	15	N	090	24	23	W	m	28.5692	-90.4038	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	03PW20X	107	grab, smith-mcintyre	1978	05	29	0900	28	40	03	N	090	15	95	W	m	28.6672	-90.2658	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	03PW206	107	grab, smith-mcintyre	1978	05	29	0900	28	40	03	N	090	15	95	W	m	28.6672	-90.2658	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	03PW104	107	grab, smith-mcintyre	1978	05	29	0800	28	40	03	N	090	15	33	W	m	28.6672	-90.2555	32	5	SMITH-MCINTYRE		
23045001	Sea Transporter	I	03PW057	107	grab, smith-mcintyre	1978	05	29	0615	28	40	03	N	090	15	03	W	m	28.6672	-90.2505	32	5	SMITH-MCINTYRE		
20995002	Northwind	NW261	058	100	grab, undifferentiated	1961	09	18		65	00	00	N	167	30	00	W	m	65	-167.5	30	0			
20995002	Northwind	NW261	062	101	grab, orange peel	1961	09	19		65	00	00	N	171	24	00	W	m	65	-171.4	44				
20995002	Northwind	NW261	049	101	grab, orange peel	1961	09	18		64	15	50	N	169	30	00	W	m	64.2583	-169.5	38				
20995002	Thomas G. Thompson	TT042	149_313	400	core, gravity undiff.	1969	09	10		61	46	50	N	175	44	20	W	m	61.775	-175.7367	94	63			
20995002	Thomas G. Thompson	TT042	151_317	100	grab, undifferentiated	1969	09	10		61	56	40	N	173	36	30	W	m	61.94	-173.605	66				
20995002	Thomas G. Thompson	TT042	156_322	100	grab, undifferentiated	1969	09	11		62	28	00	N	166	35	00	W	m	62.4667	-166.5833	18				
20995002	Brown Bear	BB236	080	100	grab, undifferentiated	1959	08	16		67	42	00	N	166	26	00	W	m	67.7	-166.4333	44				
20995002	Brown Bear	BB236	054	0	unknown	1959	08	11		67	08	00	N	163	54	00	W	m	67.1333	-163.9	11				
20995002	Brown Bear	BB236	057	401	core, gravity, phleger	1959	08	12		66	39	00	N	163	53	00	W	m	66.65	-163.8833	18	29			
20995002	Brown Bear	BB236	052	0	unknown	1959	08	11		67	14	00	N	164	14	00	W	m	67.2333	-164.2333					
20995002	Brown Bear	BB236	071	0	unknown	1959	08	14		67	09	00	N	167	40	00	W	m	67.15	-167.6667	40				
20995002	Brown Bear	BB236	040	0	unknown	1959	08	09		67	14	00	N	166	23	00	W	m	67.2333	-166.3833	45				
20995002	Brown Bear	BB236	028	0	unknown	1959	08	07		68	02	00	N	167	28	00	W	m	68.0333	-167.4667	38				
20995002	Brown Bear	BB236	033	0	unknown	1959	08	08		67	34	00	N	167	23	00	W	m	67.5667	-167.3833	46				
20995002	Brown Bear	BB236	017	401	core, gravity, phleger	1959	08	05		68	49	00	N	168	09	00	W	m	68.8167	-168.15	49	132			
20995002	Brown Bear	BB236	022	401	core, gravity, phleger	1959	08	05		68	45	00	N	166	51	00	W	m	68.75	-166.85	37	90			
20995002	Brown Bear	BB236	012	0	unknown	1959	08	04		67	45	00	N	165	42	00	W	m	67.75	-165.7	37				
20995002	Alpha II Ice Station	DISA2	097	101	grab, orange peel	1959	08	16		77	42	50	N	164	53	40	W	m	77.7083	-164.89	357				
20995002	Alpha II Ice Station	DISA2	115	101	grab, orange peel	1959	08	30		77	57	50	N	168	38	00	W	m	77.9583	-168.6333	492				
20995002	Brown Bear	BB236	004	0	unknown	1959	08	02		66	01	00	N	167	55	00	W	m	66.0167	-167.9167	48				
20995002	Alpha II Ice Station	DISA2	025	101	grab, orange peel	1959	07	15		77	42	00	N	163	39	20	W	m	77.7	-163.6533	262				
20995002	Alpha II Ice Station	DISA2	060	101	grab, orange peel	1959	08	01		77	35	00	N	164	42	80	W	m	77.5833	-164.7133	271				
09315004	Requisite	00865	PG38-03	401	core, gravity, phleger	1961	01	06		26	42	60	N	056	56	30	E	m	26.71	56.9383	45	56	PHLEGER CORE		
03995010	Gyre	MAFLA029	1465	300	core, box	1976	01	29		27	57	50	N	83	42	48	W		27.9583	-83.708	37	0			
09035002	Silas Bent	L.I.1010	22	502	core, piston, ewing	1968	05	11		38	36	20	N	135	22	00	E	m	38.6033	135.3667	2937	266	EWING PISTON		
09035002	Silas Bent	L.I.1010	15	502	core, piston, ewing	1968	05	05		40	39	00	N	138	05	00	E	m	40.65	138.0833	3538	413	EWING PISTON		
09035002	Silas Bent	L.I.1010	19	502	core, piston, ewing	1969	05	09		39	46	00	N	135	10	10	E	m	39.7667	135.1683	1096	193	EWING PISTON		
09575001	Nasami	ISE BAY	45	405	core, gravity, kullenberg	1967	04	20		34	54	0	N	136	44	1	E	m	34.09	136.0735	32	159	KULLENBERG GRAV		
09575001	Nasami	ISE BAY	29	405	core, gravity, kullenberg	1967	04	19		34	39	0	N	136	47	6	E	m	34.065	136.0793	34	115	KULLENBERG GRAV		
09575001	Nasami	ISE BAY	34	405	core, gravity, kullenberg	1967	04	19		34	42	8	N	136	44	3	E	m	34.0713	136.0738	37	130	KULLENBERG GRAV		
09575001	Nasami	ISE BAY	25	405	core, gravity, kullenberg	1967	04	19		34	37	5	N	136	51	8	E	m	34.0625	136.0863	35	95	KULLENBERG GRAV		
09575001	Nasami	ISE BAY	19-B	405	core, gravity, kullenberg	1967	04	18		34	41	6	N	137	06	1	E	m	34.0693	137.0102	0	136	KULLENBERG GRAV		
09575001	Nasami	ISE BAY	23	405	core, gravity, kullenberg	1967	04	19		34	36	5	N	136	53	9	E	m	34.0608	136.0898	31	57	KULLENBERG GRAV		
03995010	Unknown Platform	MAFLADM2	3765	300	core, box	1977	11	15		26	25	00	N	84	15	02	W		26.4167	-84.2503	168	0			
03995010	Unknown Platform	MAFLADM2	3744	300	core, box	1977	11	16		26	24	93	N	83	23	02	W		26.4155	-83.3837	53	0			
09005031	Unknown Platform	L.I.1009	65_572	100	grab, undifferentiated	1967	12	09		20	27	50	N	111	36	50	E	m	20.4583	111.6083	603		GRAB SAMPLE		
09005031	Unknown Platform	L.I.1009	48_441	100	grab, undifferentiated	1967	10	21		14	07	00	N	109	36	00	E	m	14.1167	109.6	240		GRAB SAMPLE		
09005031	Unknown Platform	L.I.1009	55_509	100	grab, undifferentiated	1967	12	09		19	25	50	N	111	28	20	E	m	19.425	111.47	101		GRAB SAMPLE		
09005031	Unknown Platform	L.I.1009	47_440	100	grab, undifferentiated	1967	10	22		13	05	00	N	109	27	00	E	m	13.0833	109.45	951		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	313	100	grab, undifferentiated	1975	06	7	0016	59	29	50	N	141	10	99	W	m	59.4917	-141.1832	256		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	316	100	grab, undifferentiated	1975	06	7	0230	59	22	80	N	140	51	69	W	m	59.38	-140.8615	163		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	312	100	grab, undifferentiated	1975	06	6	2320	59	31	70	N	141	14	29	W	m	59.5283	-141.2382	155		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	29	300	core, box	1975	05	28	1410	59	50	80	N	146	50	49	W	m	59.8467	-146.8415	75		BOX CORE		
06245001	Townsend Cromwell	JPO 212	294	104	grab, shipek	1975	06	4	1352	59	48	70	N	141	24	99	W	m	59.8117	-141.4165	29		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	289	100	grab, undifferentiated	1975	06	4	1035	59	53	10	N	142	03	79	W	m	59.885	-142.0632	55		GRAB SAMPLE		
09005064	Unknown Platform	L.I. 484	SA-9	404	core, gravity, hydroplastic (PVC)	1975	01	09		30	10	28	N	085	44	17	W	m	30.1713	-85.7362	12	207	PVC GRAV CORE		
09005065	Unknown Platform	L.I. 488	2_VC-4	400	core, gravity undiff.	1975	06			18	08	30	N	065	38	10	W	m	18.1383	-65.635	15	44	GRAVITY CORE		
09005064	Unknown Platform	L.I. 484	SA-5B	404	core, gravity, hydroplastic (PVC)	1975	01	07		30	08	90	N	085	40	68	W	m	30.1483	-85.678	12	215	PVC GRAV CORE		
09005003	Unknown Platform	L.I. 294	45_48	100	grab, undifferentiated					12	28	00	N	087	12	70	W	m	12.4667	-87.2117			GRAB SAMPLE		
09005003	Unknown Platform	L.I. 294	29_30	100	grab, undifferentiated					12	27	30	N	087	09	40	W	m	12.455	-87.1567			GRAB SAMPLE		
09005003	Unknown Platform	L.I. 294	2	100	grab, undifferentiated					12	28	00	N	087	10	50	W	m	12.4667	-87.175			GRAB SAMPLE		
09005003	Unknown Platform	L.I. 294	22_23	100	grab, undifferentiated					12	28	70	N	087	10	00	W	m	12.4783	-87.1667			GRAB SAMPLE		
09005003	Unknown Platform	L.I. 294	1	100	grab, undifferentiated					12	28	30	N	087	10	30	W	m	12.4717	-87.1717			GRAB SAMPLE		
09005003	Unknown Platform	L.I. 294	14_15	100	grab, undifferentiated					12	28	70	N	087	11	50	W	m	12.4783	-87.1917			GRAB SAMPLE		
09005003	Unknown Platform	L.I. 294	18_19	100	grab, undifferentiated					12	27	30	N	087	11	70	W	m	12.455	-87.195			GRAB SAMPLE		
09005002	Unknown Platform	L.I. 244	6_E-17	100	grab, undifferentiated	1964	08	24		55	20	20	N	011	07	00	E	m	55.3367	11.1167			GRAB SAMPLE		
09005002	Unknown Platform	L.I. 244	7_E-20	100	grab, undifferentiated	1964	09	01		51	20	00	N	002	35	00	E	m	51.3333	2.5833			GRAB SAMPLE		
09005002	Unknown Platform	L.I. 244	6_E-12	100	grab, undifferentiated	1964	08	24		55	20	20	N	011	07	00	E	m	55.3367	11.1167			GRAB SAMPLE		
09005002	Unknown Platform	L.I. 244	4_E-10	100	grab, undifferentiated	1964	08	18		54	31	00	N	010	05	60	E	m	54.5167	10.0933			GRAB SAMPLE		
03995010	Unknown Platform	MAFLADM4	5051	300	core, box	1978	02	15		27	56	97	N	84	48	00	W		27.9495	-84.8	190	0			
03995010	Unknown Platform	MAFLADM4	5035	300	core, box	1978	02	15		27	56	48	N	83	53	05	W		27.9413	-83.8842	45	0			
03995010	Unknown Platform	MAFLADM4	5038	300	core, box	1978	02	15		27	56	48	N	83	53	05	W		27.9413	-83.8842	45	0			
03995007	H. J. W. Fay	BLM05B	D4_04	107	grab, smith-mcintyre	1976	11	07		39	03	27	N	073	47	53	W		39.0545	-73.7922	50	900	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM05B	D1_12	107	grab, smith-mcintyre	1976	11	07		39	03	80	N	073	50	44	W		39.0633	-73.8407	32	860	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM05B	D1_03	107	grab, smith-mcintyre	1976	11	07		39	03	80	N	073	50	44	W		39.0633	-73.8407	32	850	SMITH-MCINTYRE		
03995007	H. J. W. Fay	BLM05B	D1_06	107	grab, smith-mcintyre	1976	11	07		39	03	80	N	073	50	44	W		39.0633	-73.8407	32	900	SMITH-MCINTYRE		
06245001	Townsend Cromwell	JPO 212	250	100	grab, undifferentiated	1975	06	3	1536	59	54	40	N	143	08	49	W	m	59.9067	-143.1415	145		GRAB SAMPLE		
03995010	Unknown Platform	MAFLADM1	3207	300	core, box	1977	08	25		27	56	93	N	84	48	03	W		27.9488	-84.8005	192	0			
03995010	Unknown Platform	MAFLADM1	3211	300	core, box	1977	08	25		27	56	93	N	84	48	03	W		27.9488	-84.8005	192	0			
03995010	Unknown Platform	MAFLADM1	3200	300	core, box	1977	08	25		27	56	52	N	83	53	03	W		27.942	-83.8838	44	0			
03995010	Unknown Platform	MAFLADM1	3179	300	core, box	1977	08	26		27	52	58	N	83	34	12	W		27.8763	-83.5687	32	0			
03995010	Unknown Platform	MAFLADM1	3182	300	core, box	1977	08	26		27	52	58	N	83	34	12	W		27.8763	-83.5687	32	0			
03995010	Unknown Platform	MAFLADM1	3186	300	core, box	1977	08	26		27	52	58	N	83	34	12	W		27.8763	-83.5687	32	0			
03995010	Unknown Platform	MAFLADM1	3175	300	core, box	1977	08	26		27	55	97	N	83	27	57	W		27.9328	-83.4595	28	0			
03995010	Unknown Platform	MAFLADM1	3168	300	core, box	1977	08	26		27	55	97	N	83	27	57	W		27.9328	-83.4595	28	0			
03995010	Unknown Platform	MAFLADM1	3171	300	core, box	1977	08	26		27	55	97	N	83	27	57	W		27.9328	-83.4595	28	0			
20995002	Staten Island	SI689	050	100	grab, undifferentiated	1961	09	15		69	15	00	N	163	40	00	W	m	69.25	-163.6667	13	0			
20995002	Staten Island	SI689	055	400	core, gravity undiff.	1961	09	16		68	44	00	N	169	30	00	W	m	68.7333	-169.5	55	52			
20995002	Staten Island	SI689	031	101	grab, orange peel	1961	09	14		70	14	00	N	164	28	00	W	m	70.2333	-164.4667	27				
20995002	Staten Island	SI689	024	100	grab, undifferentiated	1961	09	14		70	13	00	N	168	40	00	W	m	70.2167	-168.6667	29	20			
20995002	Staten Island	SI689	046	401	core, gravity, phleger	1961	09	15		69	16	00	N	167	28	00	W	m	69.2667	-167.4667	47	31			
20995002	Staten Island	SI689	013	101	grab, orange peel	1961	09	11		70	44	00	N	161	30	00	W	m	70.7333	-161.5	27				
20995002	Staten Island	SI689	005	401	core, gravity, phleger	1961	09	10		70	46	00	N	167	39	00	W	m	70.7667	-167.65	53	47			
20995002	Staten Island	SI689	010	401	core, gravity, phleger	1961	09	11		70	44	00	N	164	30	00	W	m	70.7333	-164.5	43	48			
20995002	Northwind	NW362	090	101	grab, orange peel	1962	10	24		67	30	00	N	168	00	00	W	m	67.5	-168	45				
20995002	Staten Island	SI689	001	401	core, gravity, phleger	1961	09	06		76	15	00	N	167	00	00	W	m	76.25	-167	1335	36			
20995002	Northwind	NW362	065	101	grab, orange peel	1962	10	22		68	57	50	N	178	26	00	W	m	68.9583	-178.4333					
20995002	Northwind	NW362	068	400	core, gravity undiff.	1962	10	22		68	30	00	N	173	00	00	W	m	68.5	-173	50				
20995002	Northwind	NW362	055	101	grab, orange peel	1962	10	20		70	04	00	N	164	00	00	W	m	70.0667	-164	29				
03995010	Unknown Platform	MAFLADM4	5161	300	core, box	1978	02	12		28	58	00	N	85	23	02	W		28.9667	-85.3837	83	0			
03995010	Unknown Platform	MAFLADM4	5164	300	core, box	1978	02	12		28	58	00	N	85	23	02	W		28.9667	-85.3837	83	0			
20995002	Thomas G. Thompson	TT043	019_033	100	grab, undifferentiated	1969	09	17		63	56	80	N	172	00	50	W	m	63.9467	-172.0083	49				
20995002	Thomas G. Thompson	TT042	145_305	400	core, gravity undiff.	1969	09	09		61	29	10	N	175	55	90	W	m	61.485	-175.9317	99	37			
20995002	Thomas G. Thompson	TT042	143_300	100	grab, undifferentiated	1969	09	09		60	54	80	N	173	48	20	W	m	60.9133	-173.8033	80				
20995002	Thomas G. Thompson	TT042	144_303	500	core, piston undiff.	1969	09	09		61	17	40	N	175	14	20	W	m	61.29	-175.2367	93	579			
20995002	Thomas G. Thompson	TT042	138_295	100	grab, undifferentiated	1969	09	08		62	21	10	N	175	13	30	W	m	62.3517	-175.2217	78				
20995002	Thomas G. Thompson	TT042	131_284	100	grab, undifferentiated	1969	09	07		63	01	20	N	171	48	80	W	m	63.02	-171.8133	56				
20995002	Thomas G. Thompson	TT042	134_287	100	grab, undifferentiated	1969	09	08		63	06	70	N	173	52	80	W	m	63.1117	-173.88	76				
20995002	Thomas G. Thompson	TT042	136_291	100	grab, undifferentiated	1969	09	08		62	40	10	N	174	21	90	W	m	62.6683	-174.365	73				
20995002	Thomas G. Thompson	TT042	123_271	100	grab, undifferentiated	1969	09	06		60	22	00	N	170	34	40	W	m	60.3667	-170.5733	61				
03995007	Atlantic Twin	RECON	008_15	107	grab, smith-mcintyre	1973	06	06		40	22	30	N	073	47	10	W		40.3717	-73.785	37		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	008_11	107	grab, smith-mcintyre	1973	06	06		40	22	30	N	073	47	10	W		40.3717	-73.785	37		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	007_02	107	grab, smith-mcintyre	1973	06	13	2235	40	21	40	N	073	47	60	W		40.3567	-73.7933	38		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	007_04	107	grab, smith-mcintyre	1973	06	13	2235	40	21	40	N	073	47	60	W		40.3567	-73.7933	38		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	005_02	107	grab, smith-mcintyre	1973	06	12		40	25	60	N	073	47	40	W		40.4267	-73.79	33		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	006_01	107	grab, smith-mcintyre	1973	06	12		40	27	30	N	073	47	40	W		40.455	-73.79	27		SMITH-MCINTYRE		
03995007	Atlantic Twin	RECON	002_05	107	grab, smith-mcintyre	1973	06	14	0650	40	25	70	N	073	48	70	W		40.4283	-73.8117	37		SMITH-MCINTYRE		
03995007	Multiple	RBCII4	50_01	107	grab, smith-mcintyre	1973	11	05		40	27	25	N	074	03	87	W		40.4542	-74.0645	6		SMITH-MCINTYRE		
03995007	Multiple	RBCII4	73_01	107	grab, smith-mcintyre	1973	11	05		40	25	72	N	074	00	68	W		40.4287	-74.0113	6		SMITH-MCINTYRE		
03995007	Multiple	RBCII3	49_01	107	grab, smith-mcintyre	1973	07	23		40	28	03	N	074	05	23	W		40.4672	-74.0872	6		SMITH-MCINTYRE		
03995007	Multiple	RBCII2	85_01	107	grab, smith-mcintyre	1973	04	23		40	27	50	N	074	02	72	W		40.4583	-74.0453	6		SMITH-MCINTYRE		
03995007	Multiple	QUART3	100_05	107	grab, smith-mcintyre	1974	01	28		40	19	00	N	073	36	00	W		40.3167	-73.6	25		SMITH-MCINTYRE		
03995010	Columbus Iselin	MAFLA021	869	300	core, box	1975	09	16		26	25	00	N	84	15	00	W		26.4167	-84.25	167	0			
03995010	Columbus Iselin	MAFLA021	889	300	core, box	1975	09	16		27	56	00	N	83	27	50	W		27.9333	-83.4583	32	0			
03995010	Columbus Iselin	MAFLA021	900	300	core, box	1975	09	17		27	57	50	N	83	42	50	W		27.9583	-83.7083	37	0			
03995010	Columbus Iselin	MAFLA021	830	300	core, box	1975	09	15		26	25	00	N	82	58	00	W		26.4167	-82.9667	38	0			
03995010	Columbus Iselin	MAFLA021	1209	300	core, box	1975	09	27		29	40	50	N	87	37	00	W		29.675	-87.6167	35	0			
03995010	Columbus Iselin	MAFLA021	1229	300	core, box	1975	09	26		29	36	20	N	87	23	50	W		29.6033	-87.3917	73	0			
03995010	Columbus Iselin	MAFLA021	800	300	core, box	1975	09	26		29	40	00	N	86	17	00	W		29.6667	-86.2833	74	0			
03995010	Unknown Platform	MAFLADM2	3714	300	core, box	1977	11	17		26	24	92	N	82	24	95	W		26.4153	-82.4158	16	0			
03995010	Unknown Platform	MAFLADM2	3718	300	core, box	1977	11	17		26	24	92	N	82	24	95	W		26.4153	-82.4158	16	0			
03995010	Unknown Platform	MAFLADM2	3722	300	core, box	1977	11	17		26	24	92	N	82	24	95	W		26.4153	-82.4158	16	0			
03995010	Unknown Platform	MAFLADM2	3708	300	core, box	1977	11	17		26	24	98	N	82	15	00	W		26.4163	-82.25	10	0			
03995010	Unknown Platform	MAFLADM2	3701	300	core, box	1977	11	17		26	24	98	N	82	15	00	W		26.4163	-82.25	10	0			
03995010	Columbus Iselin	MAFLA039	1966	300	core, box	1976	06	24		26	25	00	N	82	15	15	W		26.4167	-82.2525	11	0			
03995010	Columbus Iselin	MAFLA039	1956	300	core, box	1976	07	07		29	39	95	N	86	16	95	W		29.6658	-86.2825	73	0			
03995010	Gyre	MAFLA029	1757	300	core, box	1976	01	18		29	40	50	N	87	37	00	W		29.675	-87.6167	36	0			
03995010	Gyre	MAFLA029	1777	300	core, box	1976	01	19		29	36	20	N	87	23	53	W		29.6033	-87.3922	74	0			
03995010	Columbus Iselin	MAFLA039	1948	300	core, box	1976	07	07		29	39	95	N	86	16	95	W		29.6658	-86.2825	73	0			
03995010	Columbus Iselin	MAFLA039	1954	300	core, box	1976	07	07		29	39	95	N	86	16	95	W		29.6658	-86.2825	73	0			
03995010	Gyre	MAFLA029	1677	300	core, box	1976	02	07		29	42	88	N	86	15	50	W		29.7147	-86.2583	68	0			
03995010	Gyre	MAFLA029	1707	300	core, box	1976	01	16		30	01	95	N	88	36	97	W		30.0325	-88.6162	20	0			
03995010	Gyre	MAFLA029	1736	300	core, box	1976	01	18		29	53	47	N	88	12	47	W		29.8912	-88.2078	32	0			
03995010	Gyre	MAFLA029	1616	300	core, box	1976	02	06		29	57	98	N	85	22	97	W		29.9663	-85.3828	83	0			
03995010	Gyre	MAFLA029	1637	300	core, box	1976	02	07		29	56	00	N	86	06	50	W		29.9333	-86.1083	38	0			
03995010	Gyre	MAFLA029	1657	300	core, box	1976	02	07		29	48	00	N	86	09	50	W		29.8	-86.1583	45	0			
03995010	Gyre	MAFLA029	1565	300	core, box	1976	02	05		29	37	00	N	84	17	02	W		29.6167	-84.2837	19	0			
03995010	Gyre	MAFLA029	1577	300	core, box	1976	02	05		29	19	98	N	84	44	00	W		29.333	-84.7333	30	0			
03995010	Gyre	MAFLA029	1546	300	core, box	1976	02	05		29	42	00	N	84	11	00	W		29.7	-84.1833	14	0			
03995010	Columbus Iselin	MAFLA039	2542	300	core, box	1976	06	25		27	00	42	N	83	01	13	W		27.007	-83.0188	33	0			
03565001	Longhorn	STOCS069	BHSX	107	grab, smith-mcintyre	1977	06	02	1132	27	24	00	N	96	29	00	W		27.4	-96.4833	98	0			
03565001	Longhorn	STOCS069	BISL	107	grab, smith-mcintyre	1977	06	02	0745	27	26	23	N	96	31	03	W		27.4372	-96.5172	82	0			
